Data are continuously updated and reviewed.
The format of this file is as follows:
POS.  1-8   = Date CCYYMMDD
20020123       2.0     1
20020124       0.0     1
20020125       0.0     1
20020126       0.0     1
20020127       0.0     1
20020128       0.0     1
20020129       0.0     1
20020130       0.0     1
20020131       0.0     1
20020201       0.0     1
20020202       0.0     1
20020203       0.0     1
20020204       0.0     1
20020205       2.5     1
20020206       6.0     1
20020207       0.0     1
20020208       0.0     1
20020209       0.0     1
20020210       0.0     1
20020211       4.0     1
20020212       0.0     1
20020213       0.0     1
20020214      24.0     1
20020215      14.0     1
20020216       0.0     1
20020217       0.0     1
20020218       0.0     1
20020219       0.0     1
20020220       0.0     1
20020221       0.0     1
20020222       0.0     1
20020223       0.0     1
20020224       0.0     1
20020225       0.0     1
20020226       0.0     1
20020227       0.0     1
20020228       2.5     1
20020301       0.0     1
20020302       0.0     1
20020303       0.0     1
20020304       0.0     1
20020305       0.0     1
20020306       0.0     1
20020307       0.0     1
20020308       0.0     1
20020309       0.0     1
20020310       0.0     1
20020311       0.0     1
20020312       0.0     1
20020313      16.5     1
20020314       0.0     1
20020315       0.0     1
20020316       0.0     1
20020317       0.0     1
20020318       0.0     1
20020319       0.0     1
20020320       0.0     1
20020321       1.2     1
20020322       1.0     1
20020323       0.0     1
20020324       0.0     1
20020325       0.0     1
20020326       9.5     1
20020327       8.0     1
20020328       0.0     1
20020329       0.0     1
20020330       0.0     1
20020331       0.0     1
20020401       0.0     1
20020402       0.0     1
20020403       3.0     1
20020404      28.0     1
20020405       2.5     1
20020406       0.0     1
20020407       0.0     1
20020408       0.0     1
20020409      19.6     1
20020410       0.0     1
20020411       0.0     1
20020412       0.0     1
20020413       0.0     1
20020414       0.0     1
20020415       0.0     1
20020416       0.0     1
20020417       0.0     1
20020418       0.0     1
20020419       0.0     1
20020420       0.0     1
20020421       2.0     1
20020422      14.0     1
20020423       4.0     1
20020424      29.8     1
20020425       5.5     1
20020426       0.0     1
20020427       0.0     1
20020428      16.0     1
20020429       4.0     1
20020430       0.0     1
20020501       0.0     1
20020502      14.2     1
20020503       0.0     1
20020504      10.0     1
20020505       9.0     1
20020506       0.0     1
20020507       0.0     1
20020508       0.0     1
20020509       0.0     1
20020510       0.0     1
20020511       0.0     1
20020512       0.0     1
20020513       0.0     1
20020514       0.0     1
20020515       0.0     1
20020516       0.0     1
20020517       0.0     1
20020518       0.0     1
20020519       0.0     1
20020520       0.0     1
20020521       0.0     1
20020522      29.5     1
20020523      13.5     1
20020524      48.5     1
20020525      21.0     1
20020526       2.0     1
20020527       0.0     1
20020528      28.2     1
20020529       2.4     1
20020530       0.0     1
20020531      29.0     1
20020601       0.0     1
20020602       0.0     1
20020603       0.0     1
20020604       0.0     1
20020605      27.5     1
20020606       0.8     1
20020607      25.3     1
20020608       6.5     1
20020609      24.9     1
20020610       0.0     1
20020611       0.0     1
20020612       0.0     1
20020613      32.5     1
20020614       0.0     1
20020615       0.0     1
20020616       0.0     1
20020617      55.0     1
20020618       4.5     1
20020619       0.0     1
20020620       0.0     1
20020621       0.0     1
20020622       1.6     1
20020623       4.5     1
20020624       0.0     1
20020625       0.0     1
20020626      41.0     1
20020627      56.0     1
20020628      43.0     1
20020629      40.5     1
20020630       0.0     1
20020701       0.0     1
20020702       0.0     1
20020703       0.0     1
20020704       0.0     1
20020705       0.0     1
20020706       0.0     1
20020707      42.5     1
20020708      46.5     1
20020709       0.0     1
20020710       0.0     1
20020711       0.0     1
20020712       0.0     1
20020713      13.0     1
20020714      62.5     1
20020715      20.0     1
20020716       5.5     1
20020717       0.0     1
20020718       0.0     1
20020719       0.0     1
20020720       0.0     1
20020721       0.0     1
20020722       4.0     1
20020723      94.0     1
20020724      11.5     1
20020725       3.0     1
20020726      20.0     1
20020727       6.4     1
20020728      50.0     1
20020729      14.5     1
20020730       5.0     1
20020731       0.0     1
20020801      42.0     1
20020802      11.0     1
20020803       0.0     1
20020804       0.0     1
20020805       0.0     1
20020806       0.0     1
20020807       0.0     1
20020808       0.0     1
20020809       0.0     1
20020810       0.0     1
20020811       1.5     1
20020812      12.0     1
20020813       6.0     1
20020814       0.0     1
20020815       0.0     1
20020816       0.0     1
20020817       0.0     1
20020818       0.0     1
20020819       0.0     1
20020820       0.0     1
20020821       0.0     1
20020822       0.0     1
20020823       4.0     1
20020824       0.0     1
20020825       0.0     1
20020826       0.0     1
20020827       0.0     1
20020828       0.0     1
20020829      33.0     1
20020830       5.5     1
20020831       0.0     1
20020901       0.0     1
20020902       0.0     1
20020903       0.0     1
20020904       0.0     1
20020905       0.0     1
20020906       0.0     1
20020907       0.0     1
20020908       0.0     1
20020909       8.0     1
20020910       0.0     1
20020911       0.0     1
20020912       0.0     1
20020913       0.0     1
20020914       4.5     1
20020915       4.0     1
20020916       0.0     1
20020917       0.0     1
20020918       0.0     1
20020919       0.0     1
20020920       0.0     1
20020921       0.0     1
20020922       0.0     1
20020923       0.0     1
20020924       0.0     1
20020925       0.0     1
20020926       0.0     1
20020927       4.0     1
20020928       8.0     1
20020929       0.0     1
20020930      19.5     1
20021001       0.0     1
20021002      22.5     1
20021003       4.0     1
20021004       0.0     1
20021005       5.2     1
20021006       0.0     1
20021007       0.0     1
20021008       0.0     1
20021009       0.0     1
20021010       0.0     1
20021011       2.0     1
20021012       0.0     1
20021013       2.0     1
20021014       0.0     1
20021015       0.0     1
20021016       0.0     1
20021017       6.5     1
20021018      12.0     1
20021019       0.0     1
20021020       0.0     1
20021021       0.0     1
20021022       8.5     1
20021023       0.0     1
20021024       0.0     1
20021025       0.0     1
20021026       0.0     1
20021027       0.0     1
20021028       0.0     1
20021029       0.0     1
20021030       0.0     1
20021031       0.0     1
20021101       0.0     1
20021102       0.0     1
20021103      22.5     1
20021104       0.0     1
20021105       0.0     1
20021106       0.0     1
20021107       0.0     1
20021108       5.0     1
20021109       0.0     1
20021110       0.0     1
20021111       0.0     1
20021112       0.0     1
20021113       0.0     1
20021114       0.0     1
20021115       0.0     1
20021116       2.0     1
20021117       0.0     1
20021118       0.0     1
20021119      20.5     1
20021120       0.0     1
20021121       0.0     1
20021122       0.0     1
20021123       0.0     1
20021124       0.0     1
20021125       0.0     1
20021126       0.0     1
20021127       0.0     1
20021128       0.0     1
20021129       0.0     1
20021130       0.0     1
20021201       0.0     1
20021202       0.0     1
20021203       0.0     1
20021204       0.0     1
20021205       0.0     1
20021206       0.0     1
20021207       0.0     1
20021208       0.0     1
20021209       0.0     1
20021210       0.0     1
20021211       0.0     1
20021212       0.0     1
20021213       0.0     1
20021214       2.2     1
20021215       0.0     1
20021216      12.0     1
20021217      10.0     1
20021218       0.0     1
20021219       0.0     1
20021220       0.0     1
20021221       1.0     1
20021222       0.0     1
20021223       0.0     1
20021224       0.0     1
20021225       0.0     1
20021226       0.0     1
20021227       0.0     1
20021228       0.0     1
20021229       0.0     1
20021230       0.0     1
20021231       0.0     1
20030101       0.0     1
20030102       0.0     1
20030103       0.0     1
20030104       0.0     1
20030105       0.0     1
20030106       0.0     1
20030107       0.0     1
20030108       0.0     1
20030109       0.0     1
20030110       0.0     1
20030111       0.0     1
20030112       0.0     1
20030113       0.0     1
20030114       0.0     1
20030115      11.5     1
20030116       0.3     1
20030117       0.0     1
20030118       0.0     1
20030119       2.0     1
20030120       0.0     1
20030121       0.0     1
20030122       0.0     1
20030123       0.0     1
20030124       0.0     1
20030125       0.0     1
20030126       0.0     1
20030127       0.0     1
20030128       0.0     1
20030129       0.0     1
20030130       0.0     1
20030131       0.0     1
20030201       0.0     1
20030202       0.0     1
20030203       0.0     1
20030204       0.0     1
20030205       0.0     1
20030206       0.0     1
20030207       8.5     1
20030208       0.0     1
20030209       0.0     1
20030210       0.0     1
20030211       0.0     1
20030212       0.0     1
20030213       6.5     1
20030214       6.5     1
20030215       0.0     1
20030216       7.0     1
20030217       0.0     1
20030218       0.0     1
20030219       0.0     1
20030220       0.0     1
20030221       0.0     1
20030222       0.0     1
20030223       0.0     1
20030224       0.0     1
20030225       0.0     1
20030226       0.0     1
20030227       0.0     1
20030228       0.0     1
20030301       0.0     1
20030302       0.0     1
20030303       0.0     1
20030304       0.0     1
20030305       0.0     1
20030306       0.0     1
20030307       0.0     1
20030308       0.0     1
20030309       0.0     1
20030310       0.0     1
20030311       0.0     1
20030312      16.0     1
20030313       0.0     1
20030314       1.5     1
20030315      26.0     1
20030316       0.0     1
20030317       3.0     1
20030318       1.6     1
20030319       0.0     1
20030320       0.0     1
20030321       1.5     1
20030322       8.0     1
20030323      23.0     1
20030324       1.0     1
20030325       0.0     1
20030326       0.0     1
20030327       0.0     1
20030328       0.0     1
20030329       0.0     1
20030330       0.0     1
20030331       0.0     1
20030401       0.0     1
20030402       0.0     1
20030403       0.0     1
20030404       0.0     1
20030405       1.0     1
20030406       1.0     1
20030407       0.0     1
20030408       0.0     1
20030409       0.0     1
20030410       0.0     1
20030411      10.0     1
20030412       0.5     1
20030413       0.0     1
20030414       0.0     1
20030415       0.0     1
20030416       0.0     1
20030417       2.0     1
20030418       0.0     1
20030419       0.0     1
20030420       0.0     1
20030421      18.0     1
20030422       0.5     1
20030423       0.0     1
20030424       0.0     1
20030425       0.0     1
20030426       0.0     1
20030427       0.0     1
20030428       0.0     1
20030429       0.0     1
20030430       0.0     1
20030501       0.0     1
20030502       0.0     1
20030503       5.5     1
20030504       2.0     1
20030505       0.0     1
20030506       0.0     1
20030507       0.0     1
20030508      11.5     1
20030509       2.0     1
20030510       0.5     1
20030511       0.0     1
20030512       5.0     1
20030513       0.0     1
20030514       0.0     1
20030515       0.0     1
20030516       0.0     1
20030517       0.0     1
20030518       0.0     1
20030519       0.0     1
20030520       0.0     1
20030521       0.0     1
20030522       0.0     1
20030523       0.0     1
20030524       0.0     1
20030525      20.0     1
20030526       0.0     1
20030527       0.0     1
20030528       3.0     1
20030529       0.0     1
20030530       0.0     1
20030531       0.0     1
20030601       0.0     1
20030602      40.0     1
20030603       0.0     1
20030604       0.0     1
20030605       0.0     1
20030606       0.0     1
20030607       4.0     1
20030608       2.5     1
20030609       0.0     1
20030610       0.0     1
20030611       0.0     1
20030612       2.0     1
20030613       2.0     1
20030614       1.6     1
20030615       0.0     1
20030616      14.0     1
20030617       0.0     1
20030618       0.0     1
20030619       0.0     1
20030620       0.0     1
20030621      12.5     1
20030622       0.0     1
20030623       0.0     1
20030624       0.0     1
20030625       0.0     1
20030626       0.0     1
20030627       0.0     1
20030628       0.0     1
20030629       0.0     1
20030630       0.0     1
20030701       4.0     1
20030702       0.0     1
20030703       0.0     1
20030704       0.0     1
20030705       0.0     1
20030706       0.0     1
20030707       1.5     1
20030708       0.0     1
20030709      30.0     1
20030710      14.0     1
20030711       0.0     1
20030712       0.0     1
20030713       0.0     1
20030714       0.0     1
20030715       0.0     1
20030716       0.0     1
20030717      44.0     1
20030718       3.5     1
20030719       7.0     1
20030720       0.0     1
20030721       0.0     1
20030722       0.0     1
20030723       0.0     1
20030724      16.0     1
20030725       0.0     1
20030726      26.0     1
20030727      28.5     1
20030728      28.5     1
20030729       0.0     1
20030730      44.0     1
20030731       0.0     1
20030801      24.0     1
20030802       0.0     1
20030803       3.5     1
20030804       0.0     1
20030805       0.0     1
20030806       0.0     1
20030807       3.0     1
20030808      60.0     1
20030809      38.0     1
20030810       4.0     1
20030811       1.0     1
20030812       1.0     1
20030813       0.0     1
20030814       6.5     1
20030815       3.0     1
20030816       2.0     1
20030817       7.0     1
20030818      71.0     1
20030819      16.3     1
20030820       3.0     1
20030821       0.0     1
20030822       1.0     1
20030823       7.4     1
20030824      25.0     1
20030825      59.0     1
20030826      12.5     1
20030827       1.5     1
20030828       0.0     1
20030829       0.0     1
20030830       0.0     1
20030831       0.0     1
20030901      42.5     1
20030902       0.0     1
20030903       0.0     1
20030904       0.0     1
20030905       0.0     1
20030906       0.0     1
20030907       5.0     1
20030908       1.0     1
20030909      67.0     1
20030910       1.0     1
20030911       0.0     1
20030912       0.0     1
20030913       0.0     1
20030914       0.0     1
20030915       0.0     1
20030916       0.0     1
20030917       0.0     1
20030918      39.5     1
20030919       3.5     1
20030920      16.0     1
20030921       0.0     1
20030922       0.0     1
20030923       0.0     1
20030924       0.0     1
20030925       0.0     1
20030926       0.0     1
20030927      58.3     1
20030928       0.0     1
20030929       0.0     1
20030930       7.5     1
20031001      11.0     1
20031002       0.0     1
20031003       0.0     1
20031004      14.5     1
20031005       0.8     1
20031006       0.0     1
20031007       0.0     1
20031008       0.0     1
20031009       0.0     1
20031010       0.0     1
20031011       0.0     1
20031012       1.5     1
20031013       9.0     1
20031014       2.0     1
20031015      28.0     1
20031016       6.5     1
20031017       0.0     1
20031018       0.0     1
20031019       0.0     1
20031020       0.0     1
20031021       0.0     1
20031022       0.0     1
20031023       0.0     1
20031024      13.0     1
20031025       9.0     1
20031026       0.0     1
20031027       0.0     1
20031028       0.0     1
20031029       0.0     1
20031030       1.5     1
20031031       0.8     1
20031101       0.0     1
20031102       0.0     1
20031103       0.0     1
20031104       0.0     1
20031105       0.0     1
20031106       0.0     1
20031107       0.0     1
20031108       0.0     1
20031109       0.0     1
20031110       0.0     1
20031111       0.0     1
20031112       0.0     1
20031113       0.0     1
20031114       5.2     1
20031115       0.0     1
20031116       0.0     1
20031117       0.0     1
20031118       0.0     1
20031119       0.0     1
20031120       0.0     1
20031121       0.0     1
20031122       0.0     1
20031123       0.0     1
20031124       0.0     1
20031125       0.0     1
20031126       1.5     1
20031127       0.0     1
20031128       0.8     1
20031129       0.0     1
20031130       0.0     1
20031201       0.0     1
20031202       0.0     1
20031203       0.0     1
20031204       0.0     1
20031205       0.0     1
20031206       0.0     1
20031207       0.0     1
20031208       6.0     1
20031209       0.0     1
20031210      10.0     1
20031211       4.0     1
20031212       0.7     1
20031213      51.5     1
20031214       0.0     1
20031215       0.0     1
20031216       7.0     1
20031217       0.0     1
20031218       0.0     1
20031219       1.0     1
20031220       0.0     1
20031221       0.0     1
20031222       0.0     1
20031223       0.0     1
20031224      11.0     1
20031225      13.0     1
20031226       2.0     1
20031227       0.0     1
20031228       0.0     1
20031229       0.0     1
20031230       0.0     1
20031231       0.0     1
20040101       0.0     1
20040102       0.0     1
20040103       0.0     1
20040104       0.0     1
20040105       8.5     1
20040106       2.0     1
20040107       0.0     1
20040108       0.0     1
20040109       0.0     1
20040110       0.0     1
20040111       0.0     1
20040112       0.0     1
20040113       0.0     1
20040114       6.0     1
20040115       0.0     1
20040116       0.0     1
20040117       0.0     1
20040118       0.0     1
20040119       0.0     1
20040120       0.0     1
20040121       0.0     1
20040122       0.0     1
20040123       0.0     1
20040124       0.0     1
20040125       0.0     1
20040126       0.0     1
20040127       0.0     1
20040128       0.0     1
20040129       0.0     1
20040130       0.0     1
20040131       0.0     1
20040201       0.0     1
20040202       0.0     1
20040203       1.0     1
20040204       0.0     1
20040205       0.0     1
20040206       0.0     1
20040207       0.0     1
20040208       0.0     1
20040209       0.0     1
20040210       0.0     1
20040211       0.0     1
20040212       0.0     1
20040213       0.0     1
20040214       4.2     1
20040215       0.0     1
20040216       0.0     1
20040217       0.0     1
20040218       0.0     1
20040219       0.0     1
20040220       0.0     1
20040221       0.0     1
20040222       0.0     1
20040223       0.0     1
20040224       0.0     1
20040225       0.0     1
20040226       0.0     1
20040227       0.0     1
20040228       0.2     1
20040229       0.0     1
20040301      15.0     1
20040302       0.0     1
20040303       0.0     1
20040304       8.0     1
20040305       0.0     1
20040306       0.0     1
20040307       0.0     1
20040308       1.5     1
20040309       0.0     1
20040310       0.0     1
20040311       0.0     1
20040312       0.0     1
20040313       0.0     1
20040314       0.0     1
20040315       0.0     1
20040316       0.0     1
20040317       0.0     1
20040318       0.0     1
20040319       1.5     1
20040320       0.0     1
20040321       0.0     1
20040322       0.0     1
20040323       0.0     1
20040324       0.0     1
20040325       0.0     1
20040326       0.0     1
20040327       0.0     1
20040328       0.0     1
20040329       0.0     1
20040330       0.0     1
20040331       0.0     1
20040401       0.0     1
20040402       0.0     1
20040403       0.0     1
20040404      21.0     1
20040405       2.5     1
20040406       0.0     1
20040407       0.0     1
20040408      18.0     1
20040409       8.0     1
20040410       9.5     1
20040411       0.0     1
20040412       0.0     1
20040413       0.0     1
20040414       0.0     1
20040415      25.0     1
20040416      34.0     1
20040417       0.0     1
20040418       1.5     1
20040419       0.0     1
20040420      11.5     1
20040421      21.0     1
20040422       0.0     1
20040423       0.0     1
20040424      40.0     1
20040425       0.0     1
20040426       0.0     1
20040427       0.0     1
20040428       0.0     1
20040429       0.0     1
20040430       0.0     1
20040501       0.0     1
20040502       0.0     1
20040503       0.0     1
20040504       0.0     1
20040505       0.0     1
20040506       0.0     1
20040507       0.0     1
20040508       0.0     1
20040509       0.0     1
20040510       0.0     1
20040511      25.0     1
20040512      11.0     1
20040513       0.0     1
20040514       0.0     1
20040515       0.0     1
20040516       0.0     1
20040517       0.0     1
20040518       0.0     1
20040519       0.0     1
20040520       0.0     1
20040521       0.0     1
20040522       0.0     1
20040523       0.0     1
20040524       0.0     1
20040525       0.0     1
20040526       0.0     1
20040527       0.0     1
20040528       1.0     1
20040529       0.0     1
20040530       0.0     1
20040531       0.0     1
20040601       0.0     1
20040602       0.0     1
20040603       0.0     1
20040604      30.0     1
20040605      29.0     1
20040606       2.0     1
20040607       4.0     1
20040608       0.0     1
20040609       0.0     1
20040610       0.0     1
20040611       0.0     1
20040612      10.5     1
20040613      51.5     1
20040614      74.0     1
20040615       3.5     1
20040616       0.0     1
20040617       0.0     1
20040618      11.0     1
20040619       4.5     1
20040620       4.5     1
20040621       0.0     1
20040622       0.0     1
20040623      28.0     1
20040624       9.0     1
20040625       0.0     1
20040626       7.0     1
20040627      13.5     1
20040628       0.0     1
20040629       0.0     1
20040630       0.0     1
20040701       0.0     1
20040702      39.0     1
20040703       7.0     1
20040704       0.0     1
20040705       0.0     1
20040706       0.0     1
20040707       0.0     1
20040708       0.0     1
20040709       0.0     1
20040710       0.0     1
20040711       0.0     1
20040712       0.0     1
20040713       0.0     1
20040714       0.0     1
20040715       0.0     1
20040716       0.0     1
20040717       0.0     1
20040718       0.0     1
20040719       0.0     1
20040720       0.0     1
20040721       0.0     1
20040722       2.0     1
20040723      82.0     1
20040724      13.0     1
20040725       0.0     1
20040726       2.0     1
20040727       0.0     1
20040728       0.0     1
20040729      56.5     1
20040730      11.5     1
20040731      70.5     1
20040801       1.6     1
20040802       0.0     1
20040803       1.2     1
20040804      47.6     1
20040805      78.3     1
20040806      18.5     1
20040807     119.0     1
20040808      33.0     1
20040809      16.0     1
20040810       0.0     1
20040811       0.0     1
20040812       0.0     1
20040813      28.0     1
20040814      54.0     1
20040815      13.5     1
20040816      38.5     1
20040817      11.0     1
20040818       0.0     1
20040819       0.0     1
20040820       0.0     1
20040821       0.0     1
20040822       0.0     1
20040823       0.0     1
20040824       0.0     1
20040825       0.0     1
20040826       0.0     1
20040827       0.0     1
20040828       0.0     1
20040829       0.0     1
20040830       0.0     1
20040831       0.0     1
20040901      10.0     1
20040902       0.0     1
20040903       0.0     1
20040904       5.0     1
20040905       0.0     1
20040906       0.0     1
20040907       0.0     1
20040908       0.0     1
20040909       0.0     1
20040910       0.0     1
20040911       0.0     1
20040912       0.0     1
20040913       0.0     1
20040914       0.0     1
20040915       0.0     1
20040916       1.0     1
20040917      28.5     1
20040918      20.0     1
20040919       0.0     1
20040920       0.0     1
20040921       0.0     1
20040922       0.0     1
20040923      18.0     1
20040924       7.0     1
20040925       1.8     1
20040926       1.8     1
20040927       0.0     1
20040928       0.0     1
20040929       0.0     1
20040930       0.0     1
20041001       0.0     1
20041002       0.0     1
20041003       0.0     1
20041004       0.0     1
20041005       0.0     1
20041006      61.0     1
20041007      10.5     1
20041008      14.0     1
20041009       0.0     1
20041010       0.0     1
20041011       0.0     1
20041012       0.0     1
20041013       0.0     1
20041014       0.0     1
20041015       0.0     1
20041016       0.0     1
20041017       0.0     1
20041018       0.0     1
20041019       0.0     1
20041020      49.5     1
20041021      12.5     1
20041022       0.0     1
20041023       0.0     1
20041024       0.0     1
20041025       0.0     1
20041026       0.0     1
20041027       0.0     1
20041028       0.0     1
20041029       9.0     1
20041030       0.0     1
20041031       0.0     1
20041101       0.0     1
20041102       0.0     1
20041103       0.0     1
20041104       0.0     1
20041105       0.0     1
20041106       0.0     1
20041107       0.0     1
20041108       0.0     1
20041109       0.2     1
20041110       0.0     1
20041111       0.0     1
20041112       0.0     1
20041113       0.0     1
20041114       0.0     1
20041115       0.0     1
20041116       0.0     1
20041117       0.0     1
20041118       0.0     1
20041119       0.0     1
20041120       2.0     1
20041121       0.0     1
20041122       0.0     1
20041123       0.0     1
20041124      10.5     1
20041125       5.0     1
20041126       0.0     1
20041127       0.0     1
20041128       0.0     1
20041129       0.0     1
20041130       0.0     1
20041201       6.5     1
20041202       0.0     1
20041203       0.0     1
20041204       0.0     1
20041205       0.0     1
20041206       0.0     1
20041207       0.0     1
20041208       0.0     1
20041209       0.0     1
20041210       0.0     1
20041211       0.0     1
20041212       0.0     1
20041213       0.0     1
20041214       0.0     1
20041215       0.0     1
20041216       0.0     1
20041217       0.0     1
20041218       0.0     1
20041219       0.0     1
20041220       0.0     1
20041221       0.0     1
20041222       0.0     1
20041223       0.0     1
20041224       0.0     1
20041225       0.0     1
20041226       0.0     1
20041227       3.0     1
20041228       0.0     1
20041229       4.5     1
20041230      28.5     1
20041231       0.0     1
20050101       0.0     1
20050102       0.0     1
20050103       0.0     1
20050104       0.0     1
20050105       0.0     1
20050106       0.0     1
20050107      11.0     1
20050108       0.0     1
20050109       0.0     1
20050110       0.0     1
20050111       0.0     1
20050112       0.0     1
20050113       0.0     1
20050114       0.0     1
20050115       0.0     1
20050116       0.0     1
20050117       0.0     1
20050118       0.0     1
20050119       0.4     1
20050120       0.0     1
20050121       0.0     1
20050122       0.0     1
20050123       0.0     1
20050124       0.0     1
20050125       0.0     1
20050126       0.0     1
20050127       4.0     1
20050128      23.0     1
20050129       0.0     1
20050130      19.0     1
20050131       1.0     1
20050201       0.0     1
20050202       1.0     1
20050203       2.0     1
20050204       0.0     1
20050205       0.0     1
20050206       0.0     1
20050207       0.0     1
20050208       0.0     1
20050209       0.0     1
20050210       0.0     1
20050211       0.0     1
20050212       0.0     1
20050213       0.0     1
20050214       0.0     1
20050215       0.0     1
20050216       0.0     1
20050217       0.0     1
20050218       0.0     1
20050219       0.0     1
20050220       0.0     1
20050221       0.0     1
20050222       0.0     1
20050223       0.0     1
20050224       2.0     1
20050225       0.0     1
20050226       0.0     1
20050227       0.0     1
20050228       0.0     1
20050301       0.0     1
20050302       0.0     1
20050303       0.0     1
20050304       0.0     1
20050305       2.0     1
20050306       1.0     1
20050307       0.0     1
20050308       0.0     1
20050309       2.5     1
20050310       0.0     1
20050311       0.0     1
20050312       0.0     1
20050313       0.0     1
20050314       0.0     1
20050315       0.0     1
20050316       0.0     1
20050317       0.2     1
20050318       0.0     1
20050319       0.0     1
20050320       1.5     1
20050321       0.0     1
20050322       0.0     1
20050323       0.0     1
20050324       0.0     1
20050325       0.0     1
20050326       0.0     1
20050327       1.5     1
20050328       0.0     1
20050329       1.0     1
20050330       0.0     1
20050331       0.0     1
20050401       0.0     1
20050402       0.0     1
20050403       0.0     1
20050404       0.0     1
20050405       0.0     1
20050406       0.0     1
20050407       0.0     1
20050408       0.0     1
20050409       0.0     1
20050410      35.0     1
20050411      34.5     1
20050412       0.0     1
20050413       0.0     1
20050414       0.0     1
20050415       0.0     1
20050416       0.0     1
20050417       0.0     1
20050418      14.5     1
20050419      13.5     1
20050420      12.0     1
20050421       0.0     1
20050422       7.5     1
20050423      10.0     1
20050424       0.5     1
20050425       0.0     1
20050426       0.0     1
20050427       0.0     1
20050428       0.0     1
20050429       0.0     1
20050430      19.5     1
20050501       0.8     1
20050502       0.0     1
20050503       0.0     1
20050504       0.0     1
20050505      32.5     1
20050506       9.5     1
20050507       6.5     1
20050508       1.6     1
20050509       0.0     1
20050510       0.0     1
20050511       0.0     1
20050512       0.0     1
20050513       2.0     1
20050514       0.0     1
20050515       0.0     1
20050516       1.0     1
20050517      32.0     1
20050518       1.0     1
20050519       0.0     1
20050520       0.0     1
20050521       0.0     1
20050522       7.0     1
20050523       4.5     1
20050524       1.5     1
20050525       0.0     1
20050526       0.0     1
20050527      12.0     1
20050528       5.0     1
20050529      11.0     1
20050530      15.5     1
20050531      40.0     1
20050601       2.0     1
20050602      37.0     1
20050603      54.0     1
20050604       0.0     1
20050605       0.0     1
20050606       0.0     1
20050607      36.0     1
20050608       9.5     1
20050609       1.0     1
20050610       0.0     1
20050611       0.0     1
20050612      32.0     1
20050613      23.0     1
20050614      11.0     1
20050615       6.0     1
20050616       0.0     1
20050617       0.0     1
20050618      20.0     1
20050619       1.0     1
20050620      21.5     1
20050621       0.0     1
20050622       0.0     1
20050623       0.0     1
20050624       0.0     1
20050625      35.0     1
20050626      36.5     1
20050627       0.0     1
20050628       0.0     1
20050629       0.0     1
20050630       0.0     1
20050701       0.0     1
20050702       0.0     1
20050703       0.0     1
20050704       0.0     1
20050705       0.0     1
20050706       0.0     1
20050707       0.0     1
20050708       0.0     1
20050709       0.0     1
20050710       0.0     1
20050711       0.0     1
20050712       0.0     1
20050713       0.0     1
20050714       0.0     1
20050715       0.0     1
20050716       0.0     1
20050717       5.0     1
20050718      13.0     1
20050719      97.0     1
20050720      29.0     1
20050721      52.0     1
20050722       0.0     1
20050723       0.0     1
20050724       0.0     1
20050725       2.0     1
20050726       0.0     1
20050727       0.0     1
20050728       0.0     1
20050729       0.0     1
20050730       0.0     1
20050731       0.0     1
20050801      46.0     1
20050802       0.0     1
20050803       0.0     1
20050804       0.0     1
20050805       6.5     1
20050806       0.0     1
20050807      40.0     1
20050808       3.5     1
20050809       0.0     1
20050810       2.0     1
20050811       7.5     1
20050812       3.5     1
20050813      16.0     1
20050814      17.0     1
20050815       1.0     1
20050816       0.0     1
20050817      91.0     1
20050818       0.0     1
20050819       0.0     1
20050820       0.0     1
20050821       4.5     1
20050822      28.5     1
20050823       1.0     1
20050824       5.5     1
20050825      21.5     1
20050826      19.0     1
20050827       0.0     1
20050828       0.0     1
20050829       0.0     1
20050830       3.0     1
20050831       0.0     1
20050901      11.0     1
20050902       0.0     1
20050903       8.5     1
20050904       1.5     1
20050905      11.0     1
20050906       0.0     1
20050907       0.0     1
20050908       0.0     1
20050909       0.0     1
20050910       0.0     1
20050911       0.0     1
20050912       0.0     1
20050913       0.0     1
20050914       7.5     1
20050915       6.5     1
20050916       0.0     1
20050917       0.0     1
20050918       0.0     1
20050919       0.0     1
20050920       0.0     1
20050921       0.0     1
20050922       0.0     1
20050923       0.0     1
20050924      29.0     1
20050925       0.0     1
20050926      12.0     1
20050927       0.0     1
20050928       0.0     1
20050929       0.0     1
20050930       0.0     1
20051001       7.0     1
20051002       0.0     1
20051003       2.0     1
20051004       0.5     1
20051005       0.0     1
20051006       0.0     1
20051007      11.0     1
20051008       0.8     1
20051009       0.0     1
20051010       0.0     1
20051011       0.9     1
20051012       0.0     1
20051013       0.0     1
20051014       0.0     1
20051015       0.0     1
20051016       0.0     1
20051017       2.5     1
20051018       0.0     1
20051019       0.3     1
20051020       0.0     1
20051021       0.0     1
20051022       0.0     1
20051023       0.0     1
20051024       9.4     1
20051025       0.0     1
20051026       0.0     1
20051027       0.0     1
20051028       0.0     1
20051029       0.0     1
20051030       0.0     1
20051031       0.0     1
20051101       9.5     1
20051102       8.0     1
20051103       6.0     1
20051104       0.0     1
20051105       0.0     1
20051106       0.0     1
20051107       0.0     1
20051108       0.0     1
20051109       0.0     1
20051110       0.0     1
20051111       5.5     1
20051112       1.5     1
20051113       1.5     1
20051114       0.0     1
20051115       0.0     1
20051116       0.0     1
20051117       0.0     1
